id	invoice_no 	date	user_id	location_id	customer_id 	additional_fee	discount	total	payment	change	payment_type	status	posted_at	posted_by	voided_at	voided_by	created_at	updated_at
416	2021/9.418-22	22/09/2021			311			2600000	2600000	0		posted						
417	2021/9.419-23	23/09/2021			304			805000	805000	0		posted						
418	2021/9.420-23	23/09/2021			131			11500	11500	0		posted						
419	2021/9.421-24	24/09/2021			312			1230000	1230000	0		posted						
420	2021/9.422-24	24/09/2021			313			230000	230000	0		posted						
421	2021/9.423-24	24/09/2021			314			2490000	2490000	0		posted						
422	2021/9.424-24	24/09/2021			131			420000	420000	0		posted						
423	2021/9.425-25	25/09/2021			303			1935000	1935000	0		posted						
424	2021/9.426-25	25/09/2021			315			3495000	3495000	0		posted						
425	2021/9.427-25	24/09/2021			210			3525000	3525000	0		posted						
426	2021/9.428-27	27/09/2021			286			2400000	2400000	0		posted						
427	2021/9.429-27	27/09/2021			131			660000	660000	0		posted						
428	2021/9.430-27	27/09/2021			316			1040000	1040000	0		posted						
429	2021/9.431-27	27/09/2021			317			140000	140000	0		posted						
430	2021/9.432-27	27/09/2021			318			1260000	1260000	0		posted						
431	2021/9.433-27	27/09/2021			316			380000	380000	0		posted						
432	2021/9.434-28	28/09/2021			316			455000	455000	0		posted						
433	2021/9.435-28	28/09/2021			319			700000	700000	0		posted						
434	2021/9.436-28	28/09/2021			287			5700000	5700000	0		posted						
435	2021/9.437-28	28/09/2021			267			3500000	3500000	0		posted						
436	2021/9.438-28	28/09/2021			318			1680000	1680000	0		posted						
437	2021/9.439-28	28/09/2021			294			160000	160000	0		posted						
438	2022/3.440-11	29/09/2021			316		925000	5670000	5670000	0		posted						
439	2021/9.441-29	29/09/2021			320			455000	455000	0		posted						
440	2021/9.440-29	29/09/2021			321	200000		3450000	3450000	0		posted						
441	2021/10.443-7	29/09/2021			322			4500000	4500000	0		posted						
442	2021/9.444-29	29/09/2021			322		10000	50000	50000	0		posted						
443	2021/9.445-30	30/09/2021			323			240000	240000	0		posted						
444	2021/9.446-30	30/09/2021			131			140000	140000	0		posted						
445	2021/10.447-1	01/10/2021			287			1140000	1140000	0		posted						
446	2021/10.448-1	01/10/2021			324			1300000	1300000	0		posted						
447	2021/10.449-2	02/10/2021			131			40000	40000	0		posted						
448	2021/12.450-6	04/10/2021			325			1100000	1100000	0		posted						
449	2021/10.451-4	04/10/2021			316			165000	165000	0		posted						
450	2021/10.452-4	04/10/2021			131			95000	95000	0		posted						
451	2021/10.453-4	04/10/2021			131			96800	96800	0		posted						
452	2021/10.454-4	04/10/2021			326			165000	165000	0		posted						
453	2021/10.455-5	05/10/2021			327			285000	285000	0		posted						
454	2021/10.456-5	05/10/2021			326			273750	273750	0		posted						
455	2021/10.457-15	05/10/2021			328			4440000	4440000	0		posted						
456	2021/10.458-5	05/10/2021			328			600000	600000	0		posted						
457	2021/10.459-5	05/10/2021			131			90000	90000	0		posted						
458	2021/10.460-6	06/10/2021			326			125850	125850	0		posted						
459	2021/10.461-6	06/10/2021			329			980000	980000	0		posted						
460	2021/10.462-6	06/10/2021			330			280000	280000	0		posted						
461	2021/10.463-15	07/10/2021			327			1010000	1010000	0		posted						
462	2021/10.464-7	07/10/2021			131			180000	180000	0		posted						
463	2021/10.465-7	07/10/2021			331			115000	115000	0		posted						
464	2021/10.466-7	07/10/2021			332			1860000	1860000	0		posted						
465	2021/10.467-8	08/10/2021			333			1310000	1310000	0		posted						
466	2021/10.468-11	11/10/2021			334			900000	900000	0		posted						
467	2021/10.469-11	11/10/2021			335			4440000	4440000	0		posted						
468	2021/10.470-11	09/10/2021			336	50000		1010000	1010000	0		posted						
469	2021/10.471-11	11/10/2021			337			880000	880000	0		posted						
470	2021/10.472-11	11/10/2021			338			1980000	1980000	0		posted						
471	2021/10.473-11	11/10/2021			339	75000		5465000	5465000	0		posted						
472	2021/10.474-11	11/10/2021			327			285000	285000	0		posted						
473	2021/10.475-11	11/10/2021			340			3105000	3105000	0		posted						
474	2021/10.476-12	12/10/2021			319			645000	645000	0		posted						
475	2021/10.477-12	12/10/2021			210			2981900	2981900	0		posted						
476	2022/1.478-19	12/10/2021			252			715000	715000	0		posted						
477	2021/10.479-13	13/10/2021			319			430000	430000	0		posted						
478	2021/10.480-13	13/10/2021			341			990000	990000	0		posted						
479	2021/10.481-14	25/09/2021			342			1850000	1850000	0		posted						
480	2021/10.482-15	15/10/2021			131			230000	230000	0		posted						
481	2021/10.483-16	12/10/2021			286			1525000	1525000	0		posted						
482	2021/10.484-16	16/10/2021			318		2250	1105000	1105000	0		posted						
483	2021/10.485-16	16/10/2021			131			140000	140000	0		posted						
484	2021/10.486-16	07/10/2021			343			3150000	3150000	0		posted						
485	2021/10.487-16	16/10/2021			343			2205000	2205000	0		posted						
486	2021/10.488-16	16/10/2021			343			261450	261450	0		posted						
487	2021/10.489-16	16/10/2021			114			500000	500000	0		posted						
488	2021/10.490-19	18/10/2021			344		220000	5140000	5140000	0		posted						
489	2021/10.491-19	18/10/2021			345			2293900	2293900	0		posted						
490	2021/10.492-20	19/10/2021			346			990000	990000	0		posted						
491	2021/10.493-20	19/10/2021			210			1300000	1300000	0		posted						
492	2021/10.494-20	20/10/2021			30			1370000	1370000	0		posted						
493	2021/10.495-20	20/10/2021			181			305000	305000	0		posted						
494	2021/10.496-20	20/10/2021			337			165000	165000	0		posted						
495	2021/10.497-20	20/10/2021			131			89100	89100	0		posted						
496	2021/10.498-21	21/10/2021			318	250		97000	97000	0		posted						
497	2021/10.499-21	21/10/2021			337	2600		194000	194000	0		posted						
498	2021/10.500-21	21/10/2021			131			770000	770000	0		posted						
499	2021/10.501-21	21/10/2021			230			2620000	2620000	0		posted						
500	2021/10.502-25	25/10/2021			347			11200000	11200000	0		posted						
501	2021/10.503-25	25/10/2021			318			200200	200200	0		posted						
502	2021/10.504-25	25/10/2021			247			1300000	1300000	0		posted						
503	2021/10.505-25	25/10/2021			131			186150	186150	0		posted						
504	2021/10.506-29	22/10/2021			348			650000	650000	0		posted						
505	2021/10.507-29	22/10/2021			286		5000	255000	255000	0		posted						
506	2021/10.508-29	22/10/2021			349			460000	460000	0		posted						
507	2021/10.509-29	28/10/2021			131			205000	205000	0		posted						
508	2021/10.510-29	27/10/2021			350			970000	970000	0		posted						
509	2021/10.511-29	27/10/2021			351			3990000	3990000	0		posted						
510	2021/10.512-29	27/10/2021			352			3150000	3150000	0		posted						
511	2021/10.513-29	28/10/2021			344	30000		470000	470000	0		posted						
512	2021/10.514-29	28/10/2021			353			200000	200000	0		posted						
513	2021/10.515-29	28/10/2021			80			3154000	3154000	0		posted						
514	2021/10.516-29	28/10/2021			80			330000	330000	0		posted						
515	2021/10.517-29	28/10/2021			328			180000	180000	0		posted						
516	2021/10.519-29	29/10/2021			267			750000	750000	0		posted						
517	2021/10.520-29	29/10/2021			302			420000	420000	0		posted						
518	2021/10.521-29	29/10/2021			286			315000	315000	0		posted						
519	2021/10.522-29	29/10/2021			354			220000	220000	0		posted						
520	2021/10.523-29	29/10/2021			131			115000	115000	0		posted						
521	2021/10.524-29	29/10/2021			263			325000	325000	0		posted						
522	2021/11.525-1	30/10/2021			2			660000	660000	0		posted						
523	2021/10.526-30	30/10/2021			355			1386000	1386000	0		posted						
524	2021/10.527-30	30/10/2021			263			440000	440000	0		posted						
525	2021/10.528-30	30/10/2021			4			6200000	6200000	0		posted						
526	2022/2.529-14	30/10/2021			61			21000000	21000000	0		posted						
527	2021/10.530-30	30/10/2021			356			660000	660000	0		posted						
528	2021/11.531-1	01/11/2021			327			252500	252500	0		posted						
529	2021/11.532-1	01/11/2021			131			280000	280000	0		posted						
530	2021/11.533-1	01/11/2021			2			1430000	1430000	0		posted						
531	2021/11.534-1	01/11/2021			342			2730000	2730000	0		posted						
532	2021/11.535-3	03/11/2021			131			40000	40000	0		posted						
533	2021/11.536-3	03/11/2021			131		1400	195000	195000	0		posted						
534	2021/11.537-3	03/11/2021			350		10000	250000	250000	0		posted						
535	2021/11.538-3	03/11/2021			131			280000	280000	0		posted						
536	2021/11.539-3	03/11/2021			357			2660000	2660000	0		posted						
537	2021/11.540-6	05/11/2021			131			142500	142500	0		posted						
538	2021/11.541-6	04/11/2021			358		45000	3535000	3535000	0		posted						
539	2021/11.542-8	05/11/2021			359			825000	825000	0		posted						
540	2021/11.543-8	08/11/2021			360			330000	330000	0		posted						
541	2021/11.544-8	08/11/2021			361			4620000	4620000	0		posted						
542	2021/11.545-8	08/11/2021			269		7700	600000	600000	0		posted						
543	2021/11.546-10	10/11/2021			97			1260000	1260000	0		posted						
544	2021/11.547-12	10/11/2021			342			630000	630000	0		posted						
545	2021/11.548-12	10/11/2021			131			70000	70000	0		posted						
546	2021/11.549-12	12/11/2021			362			2780000	2780000	0		posted						
547	2021/11.550-12	12/11/2021			363			8230000	8230000	0		posted						
548	2021/11.551-13	13/11/2021			11			420000	420000	0		posted						
549	2021/12.552-27	13/11/2021			364			25000000	25000000	0		posted						
550	2021/11.553-15	15/11/2021			233			1600000	1600000	0		posted						
551	2021/11.554-15	15/11/2021			365		481000	23450000	23450000	0		posted						
552	2021/11.555-15	15/11/2021			366			2300000	2300000	0		posted						
553	2021/11.556-15	15/11/2021			131			60000	60000	0		posted						
554	2021/11.557-17	17/11/2021			260			915000	915000	0		posted						
555	2021/11.558-17	17/11/2021			367			1100000	1100000	0		posted						
556	2021/11.559-17	17/11/2021			368			7900000	7900000	0		posted						
557	2021/11.560-17	17/11/2021			250			11400000	11400000	0		posted						
558	2021/11.561-17	17/11/2021			369	150000		1890000	1890000	0		posted						
559	2021/11.562-18	18/11/2021			370			1320000	1320000	0		posted						
560	2021/11.563-18	18/11/2021			350			700000	700000	0		posted						
561	2021/11.564-18	18/11/2021			262			8900000	8900000	0		posted						
562	2021/11.565-19	19/11/2021			131			115000	115000	0		posted						
563	2021/11.566-20	20/11/2021			371			4020000	4020000	0		posted						
564	2021/11.567-20	20/11/2021			372			945000	945000	0		posted						
565	2021/11.568-20	20/11/2021			373			530000	530000	0		posted						
566	2021/11.569-22	22/11/2021			374			660000	660000	0		posted						
567	2021/11.570-22	22/11/2021			375			360000	360000	0		posted						
568	2021/11.571-23	23/11/2021			376			230000	230000	0		posted						
569	2021/11.572-23	23/11/2021			377	70000		1570000	1570000	0		posted						
570	2021/11.573-24	24/11/2021			97			210000	210000	0		posted						
571	2021/11.574-24	24/11/2021			378			2205000	2205000	0		posted						
572	2021/11.575-24	24/11/2021			379			3825000	3825000	0		posted						
573	2021/11.576-24	24/11/2021			369			3720000	3720000	0		posted						
574	2021/11.577-25	25/11/2021			361			5890000	5890000	0		posted						
575	2021/11.578-25	25/11/2021			380		7500	10860000	10860000	0		posted						
576	2021/11.579-26	26/11/2021			381			560000	560000	0		posted						
577	2021/11.580-26	26/11/2021			382			230000	230000	0		posted						
578	2021/11.581-26	26/11/2021			381			420000	420000	0		posted						
579	2021/11.582-27	27/11/2021			250			1064000	1064000	0		posted						
580	2021/11.583-27	27/11/2021			383			700000	700000	0		posted						
581	2021/11.584-27	27/11/2021			97			4813200	4813200	0		posted						
582	2021/11.585-27	27/11/2021			233			1120000	1120000	0		posted						
583	2021/11.586-27	27/11/2021			365			810000	810000	0		posted						
584	2021/11.587-27	27/11/2021			384			2310000	2310000	0		posted						
585	2021/11.588-27	27/11/2021			350			230000	230000	0		posted						
586	2021/11.589-27	27/11/2021			385			2850000	2850000	0		posted						
587	2021/11.590-27	27/11/2021			131			460000	460000	0		posted						
588	2021/11.591-27	27/11/2021			131			221100	221100	0		posted						
589	2021/11.592-29	29/11/2021			131			460000	460000	0		posted						
590	2021/11.593-29	29/11/2021			131			90000	90000	0		posted						
591	2021/11.594-30	30/11/2021			254			18000000	18000000	0		posted						
592	2021/11.595-30	30/11/2021			254			2800000	2800000	0		posted						
593	2021/11.596-30	30/11/2021			131			115000	115000	0		posted						
594	2021/12.597-2	02/12/2021			4			5575000	5575000	0		posted						
595	2021/12.598-2	02/12/2021			386			2351400	2351400	0		posted						
596	2021/12.599-2	02/12/2021			387			6285000	6285000	0		posted						
597	2021/12.600-2	02/12/2021			374			660000	660000	0		posted						
598	2021/12.601-2	02/12/2021			262	25000		990000	990000	0		posted						
599	2021/12.602-2	02/12/2021			165			1500000	1500000	0		posted						
600	2021/12.603-3	03/12/2021			97			2520000	2520000	0		posted						
601	2021/12.604-3	03/12/2021			373			110000	110000	0		posted						
602	2021/12.605-4	04/12/2021			364			2197800	2197800	0		posted						
603	2021/12.606-8	08/12/2021			379			225000	225000	0		posted						
604	2021/12.607-8	08/12/2021			388			440000	440000	0		posted						
605	2021/12.608-8	08/12/2021			389			7875000	7875000	0		posted						
606	2021/12.609-8	08/12/2021			386	180000		2497500	2497500	0		posted						
607	2021/12.610-8	08/12/2021			131			90000	90000	0		posted						
608	2021/12.611-8	08/12/2021			191			415000	415000	0		posted						
609	2021/12.612-8	08/12/2021			325			640000	640000	0		posted						
610	2021/12.613-10	10/12/2021			131			88000	88000	0		posted						
611	2021/12.614-10	10/12/2021			386			1100000	1100000	0		posted						
612	2021/12.615-10	10/12/2021			4			1675000	1675000	0		posted						
613	2021/12.616-10	10/12/2021			131			170000	170000	0		posted						
614	2021/12.617-14	11/12/2021			131	60000		290000	290000	0		posted						
615	2021/12.618-14	14/12/2021			131			1015000	1015000	0		posted						
616	2021/12.619-14	14/12/2021			131			320000	320000	0		posted						
617	2021/12.620-14	14/12/2021			260			1300000	1300000	0		posted						
618	2021/12.621-14	14/12/2021			131			285000	285000	0		posted						
619	2021/12.622-14	14/12/2021			131			1425000	1425000	0		posted						
620	2021/12.623-14	14/12/2021			390			1100000	1100000	0		posted						
621	2021/12.624-14	14/12/2021			358			1855000	1855000	0		posted						
622	2021/12.625-14	14/12/2021			294			170000	170000	0		posted						
623	2021/12.626-14	14/12/2021			391			20500000	20500000	0		posted						
624	2021/12.627-14	14/12/2021			392			2200000	2200000	0		posted						
625	2021/12.628-14	14/12/2021			393			1600000	1600000	0		posted						
626	2021/12.629-14	14/12/2021			131			230000	230000	0		posted						
627	2021/12.630-14	14/12/2021			131			690000	690000	0		posted						
628	2021/12.631-16	16/12/2021			294			255000	255000	0		posted						
629	2021/12.632-16	16/12/2021			364	50000		3350000	3350000	0		posted						
630	2021/12.633-16	16/12/2021			131			115000	115000	0		posted						
631	2021/12.634-17	17/12/2021			131			980000	980000	0		posted						
632	2021/12.635-17	17/12/2021			97			393250	393250	0		posted						
633	2021/12.636-17	17/12/2021			394			15685000	15685000	0		posted						
634	2021/12.637-18	18/12/2021			395			1150000	1150000	0		posted						
635	2021/12.638-18	18/12/2021			396			1100000	1100000	0		posted						
636	2021/12.639-18	18/12/2021			131			390000	390000	0		posted						
637	2021/12.640-18	18/12/2021			394			425000	425000	0		posted						
638	2021/12.641-18	18/12/2021			4			1000000	1000000	0		posted						
639	2021/12.642-27	27/12/2021			397			4200000	4200000	0		posted						
640	2021/12.643-27	27/12/2021			131			955000	955000	0		posted						
641	2021/12.644-27	27/12/2021			131			1100000	1100000	0		posted						
642	2021/12.645-27	27/12/2021			364			1540000	1540000	0		posted						
643	2021/12.646-27	27/12/2021			358			1800000	1800000	0		posted						
644	2021/12.647-27	27/12/2021			131			230000	230000	0		posted						
645	2021/12.648-27	27/12/2021			131			275000	275000	0		posted						
646	2021/12.649-27	27/12/2021			97			945000	945000	0		posted						
647	2021/12.650-27	27/12/2021			386	360000		1640000	1640000	0		posted						
648	2021/12.651-27	27/12/2021			131			240000	240000	0		posted						
649	2021/12.652-27	27/12/2021			131	60000		280000	280000	0		posted						
650	2021/12.653-27	27/12/2021			386			495000	495000	0		posted						
651	2021/12.654-27	27/12/2021			131			460000	460000	0		posted						
652	2021/12.655-27	27/12/2021			131			220000	220000	0		posted						
653	2021/12.656-27	27/12/2021			398			550000	550000	0		posted						
654	2021/12.657-27	27/12/2021			131			1190000	1190000	0		posted						
655	2021/12.658-27	27/12/2021			399	50000		2030000	2030000	0		posted						
656	2022/1.659-5	27/12/2021			392			3300000	3300000	0		posted						
657	2022/1.660-5	28/12/2021			400			5165000	5165000	0		posted						
